Timestamp,[PMBUS] VCCINT Voltage,[PMBUS] VCCINT Current,[PMBUS] VCCINT Power,[PMBUS] VCCBRAM Voltage,[PMBUS] VCCBRAM Current,[PMBUS] VCCBRAM Power,[PMBUS] VCCPSINTFP Voltage,[PMBUS] VCCPSINTFP Current,[PMBUS] VCCPSINTFP Power,[PMBUS] DDR4_DIMM_VDDQ Voltage,[PMBUS] DDR4_DIMM_VDDQ Current,[PMBUS] DDR4_DIMM_VDDQ Power,[PMBUS] VCCPSINTLP Voltage,[PMBUS] VCCPSINTLP Current,[PMBUS] VCCPSINTLP Power,[HWMON] VCCO_PSDDR_504 Voltage,[HWMON] VCCO_PSDDR_504 Current,[HWMON] VCCO_PSDDR_504 Power,[PMBUS] VCCAUX Voltage,[PMBUS] VCCAUX Current,[PMBUS] VCCAUX Power,
8772626948850,2415,45865,57870,3480,36164,57938,3482,47882,57926,4915,43872,58034,3482,43648,58015,1192,170,200000,7371,41957,58007,
8772764694430,2416,45650,57870,3482,36236,57938,3480,47823,57928,4913,43831,58036,3482,43646,58015,1192,155,187000,7373,41970,58006,
8772902008560,2416,43610,57874,3482,36077,57938,3482,47824,57928,4913,43843,58036,3481,43646,58017,1193,156,187000,7373,41967,58006,
8773039725530,2416,45895,57874,3480,36323,57943,3480,47853,57924,4915,43796,58032,3482,43649,58017,1192,168,200000,7373,41974,58002,
8773177010270,2416,45913,57866,3482,34009,57943,3482,47726,57921,4913,43825,58032,3482,43660,58009,1193,165,200000,7373,41976,58002,
8773313896740,2415,45895,57866,3482,33854,57943,3483,47711,57921,4915,43773,58036,3481,43646,58009,1192,167,200000,7371,41965,58006,
8773450926420,2416,43989,57868,3482,36350,57943,3480,47847,57930,4915,45578,58036,3481,43651,58011,1192,175,212000,7371,41975,58006,
8773588370290,3480,47786,57874,3480,36247,57938,3482,47713,57930,4913,43823,58036,3482,43646,58009,1192,162,187000,7373,41978,58006,
8773725853860,3480,47935,57874,3480,36221,57938,3479,47748,57924,4913,43824,58036,3481,43642,58009,1192,168,200000,7371,41972,58006,
8773864791590,3481,48006,57862,3480,36251,57940,3480,47726,57924,4913,45627,58036,3481,43649,58013,1192,181,212000,7371,41974,58006,
8774002967280,2374,41888,57862,3480,33842,57940,3480,47857,57926,4913,43907,58032,3482,43650,58013,1193,177,212000,7373,41958,58006,
8774140600310,2374,43765,57866,3480,36331,57941,3480,47851,57926,4913,43807,58032,3481,43655,58015,1192,160,200000,7373,41967,58004,
8774278333340,2375,43679,57866,3480,33912,57940,3483,47848,57924,4913,45803,58040,3481,43661,58015,1190,274,325000,7373,41965,58004,
8774415997640,2375,43550,57872,3480,36207,57940,3482,47734,57924,4913,43792,58040,3481,43650,58019,1192,162,200000,7373,41973,58004,
8774553278650,2374,45671,57872,3480,36339,57945,3480,47688,57928,4913,43782,58041,3482,43655,58019,1193,164,200000,7373,41957,58007,
8774690183860,2374,45637,57868,3482,33837,57945,3480,47735,57926,4913,43805,58041,3481,43652,58015,1192,165,200000,7373,41969,58007,
8774827180030,3480,47926,57868,3480,33933,57938,3480,47803,57926,4915,43827,58036,3481,43651,58015,1192,157,187000,7373,41972,58006,
8774964564750,3480,47952,57866,3482,36300,57938,3482,47725,57928,4913,43815,58036,3481,43655,58013,1192,162,200000,7371,41952,58006,
8775102792920,3481,48017,57872,3482,33909,57938,3480,47723,57928,4915,43799,58040,3482,43644,58015,1193,159,200000,7373,41967,58009,
8775241016000,2334,34777,57872,3482,36315,57938,3482,47876,57930,4915,43936,58040,3482,43633,58015,1192,168,200000,7371,41955,58009,
8775379124940,2334,41888,57870,3480,36097,57941,3483,47830,57930,4913,43898,58038,3481,43655,58017,1193,153,187000,7371,41960,58007,
8775517715580,2334,43550,57870,3482,36275,57941,3482,47847,57924,4915,43802,58036,3482,43651,58017,1193,159,200000,7371,41972,58007,
8775654869750,2333,43705,57866,3482,33835,57938,3480,47841,57924,4915,45929,58036,3481,43644,58009,1192,162,187000,7373,41966,58002,
8775793022290,2334,45594,57866,3480,36089,57940,3480,47692,57919,4915,43790,58034,3482,43646,58009,1192,164,200000,7371,41959,58004,
8775930345450,2333,45753,57864,3482,36283,57940,3480,47716,57919,4915,43779,58034,3481,43652,58015,1193,157,187000,7371,43520,58004,
8776067319670,2334,43627,57864,3482,36241,57941,3482,47714,57928,4913,43811,58036,3482,43636,58015,1192,165,200000,7371,43523,58011,
8776204488080,3481,47774,57868,3480,33799,57941,3480,47819,57928,4915,43770,58036,3482,43647,58013,1195,152,187000,7373,41957,58011,
8776341876170,3481,47808,57868,3482,36352,57940,3482,47726,57924,4915,43753,58032,3481,43648,58013,1193,157,187000,7373,41961,58006,
8776478793150,3480,47733,57866,3482,36140,57940,3482,47725,57921,4915,43867,58032,3481,43648,58011,1192,163,200000,7371,41970,58006,
8776616108010,2292,44006,57866,3482,36270,57941,3478,47893,57921,4915,43863,58034,3481,43643,58013,1192,174,200000,7373,41974,58006,
8776753792810,2292,41612,57866,3480,36221,57941,3480,47851,57923,4915,43849,58034,3482,43647,58013,1193,151,187000,7373,41960,58006,
8776891202600,2292,41681,57868,3482,36110,57938,3482,47840,57923,4915,43818,58036,3481,43647,58011,1193,157,187000,7371,41982,58011,
8777028391730,2293,45796,57868,3480,34064,57938,3482,47857,57923,4913,43790,58032,3482,43652,58011,1193,179,212000,7371,41975,58011,
8777165631630,2293,43877,57864,3480,36276,57936,3482,47735,57923,4915,43805,58032,3482,43652,58009,1193,162,200000,7373,41970,58004,
8777302542650,2292,43989,57864,3482,36122,57938,3482,47675,57926,4913,43805,58041,3481,43653,58009,1193,163,200000,7371,41969,58002,
8777441538880,2293,43774,57866,3480,36166,57938,3480,47849,57926,4913,43921,58041,3482,43644,58009,1192,185,225000,7373,41948,58002,
8777579679700,3481,47944,57866,3482,36205,57941,3483,47735,57930,4913,43801,58032,3481,43654,58009,1193,158,187000,7371,41970,58009,
8777716705400,3480,47967,57874,3482,36258,57941,3480,47732,57930,4913,43814,58032,3481,43648,58011,1193,160,187000,7371,41964,58009,
8777855475810,3481,48002,57874,3482,36040,57938,3480,47709,57928,4913,43797,58036,3482,43641,58011,1191,184,212000,7373,41981,58004,
8777994022080,2252,43903,57866,3482,36155,57938,3482,47871,57928,4913,43860,58036,3481,43648,58011,1192,178,212000,7373,43525,58004,
8778131594770,2252,43679,57866,3482,34018,57940,3480,47828,57928,4913,43843,58038,3481,43645,58011,1193,153,187000,7371,41964,58007,
8778268939460,2252,39872,57868,3482,36189,57940,3482,47858,57924,4913,45807,58038,3481,43652,58011,1186,294,350000,7373,41962,58007,
8778408102200,2252,41647,57870,3480,36284,57941,3480,47720,57924,4915,43824,58032,3482,43641,58015,1192,168,200000,7373,41949,58006,
8778545402970,2252,43963,57870,3482,36112,57941,3483,47732,57926,4915,43823,58032,3481,43642,58015,1192,160,200000,7373,41968,58006,
8778682315930,2252,43980,57874,3480,33928,57940,3482,47700,57926,4915,43783,58032,3481,43644,58017,1193,155,187000,7373,41979,58006,
8778819837950,3480,47926,57874,3480,36285,57945,3484,47708,57928,4915,43786,58034,3482,43648,58017,1192,160,200000,7373,41957,58006,
8778957265330,3480,48034,57860,3482,36224,57945,3482,47712,57928,4915,43743,58034,3481,43650,58009,1192,163,200000,7373,41953,58006,
8779094257920,3481,47823,57860,3480,33844,57940,3482,47883,57930,4913,43815,58038,3482,43638,58009,1193,158,187000,7371,41955,58002,
