Timestamp,[PMBUS] VCCINT Voltage,[PMBUS] VCCINT Current,[PMBUS] VCCINT Power,[PMBUS] VCCINT Temperature,[PMBUS] VCCBRAM Voltage,[PMBUS] VCCBRAM Current,[PMBUS] VCCBRAM Power,[PMBUS] VCCBRAM Temperature,[PMBUS] VCCPSINTFP Voltage,[PMBUS] VCCPSINTFP Current,[PMBUS] VCCPSINTFP Power,[PMBUS] VCCPSINTFP Temperature,[PMBUS] DDR4_DIMM_VDDQ Voltage,[PMBUS] DDR4_DIMM_VDDQ Current,[PMBUS] DDR4_DIMM_VDDQ Power,[PMBUS] DDR4_DIMM_VDDQ Temperature,[PMBUS] VCCPSINTLP Voltage,[PMBUS] VCCPSINTLP Current,[PMBUS] VCCPSINTLP Power,[PMBUS] VCCPSINTLP Temperature,[HWMON] VCCO_PSDDR_504 Voltage,[HWMON] VCCO_PSDDR_504 Current,[HWMON] VCCO_PSDDR_504 Power,[HWMON] VCCO_PSDDR_504 Temperature,[PMBUS] VCCAUX Voltage,[PMBUS] VCCAUX Current,[PMBUS] VCCAUX Power,[PMBUS] VCCAUX Temperature,
7622407394910,3481,47914,57858,65535,3482,36193,57940,65535,3482,47697,57919,65535,4913,45580,58036,65535,3482,43646,58004,65535,1191,190,225000,65535,7371,41795,58006,65535,
7622549651110,3481,47937,57858,65535,3480,33957,57938,65535,3480,47841,57919,65535,4915,43868,58034,65535,3481,43652,58004,65535,1192,170,200000,65535,7371,41785,58002,65535,
7622687220800,3481,48064,57858,65535,3480,36234,57938,65535,3480,47759,57919,65535,4915,43842,58034,65535,3481,43646,58007,65535,1193,150,187000,65535,7371,41768,58002,65535,
7622824515580,3481,47873,57858,65535,3482,36315,57940,65535,3480,47765,57919,65535,4915,43808,58026,65535,3481,43645,58004,65535,1193,157,187000,65535,7373,41773,58004,65535,
7622961654860,3481,47847,57868,65535,3482,36257,57940,65535,3482,47671,57921,65535,4913,43757,58026,65535,3481,43650,58004,65535,1192,157,187000,65535,7371,41781,58004,65535,
7623099048250,3480,47864,57868,65535,3482,33979,57940,65535,3482,47769,57921,65535,4915,43832,58036,65535,3482,43655,58006,65535,1193,158,187000,65535,7373,41781,58002,65535,
7623236332700,3481,47890,57858,65535,3480,33867,57940,65535,3482,47799,57919,65535,4915,43834,58036,65535,3481,43652,58006,65535,1192,163,187000,65535,7371,41782,58002,65535,
7623373692710,3480,47907,57858,65535,3480,36309,57938,65535,3482,47774,57919,65535,4915,43793,58034,65535,3481,43660,58006,65535,1193,168,200000,65535,7373,41760,58006,65535,
7623511092580,3480,47849,57864,65535,3482,36126,57938,65535,3480,47669,57923,65535,4913,43797,58034,65535,3482,43649,58006,65535,1193,156,187000,65535,7373,41769,58006,65535,
7623648471350,3481,47911,57864,65535,3480,36308,57940,65535,3480,47772,57923,65535,4915,43815,58028,65535,3482,43641,58009,65535,1192,156,187000,65535,7373,41781,58006,65535,
7623785799780,3481,47847,57862,65535,3482,36207,57940,65535,3486,47674,57919,65535,4913,43819,58032,65535,3481,43652,58009,65535,1193,159,187000,65535,7373,41789,58006,65535,
7623923224090,3481,47802,57872,65535,3482,36342,57943,65535,3480,47776,57917,65535,4915,43845,58032,65535,3481,43660,58009,65535,1193,154,187000,65535,7373,41783,58002,65535,
7624060536580,3480,48026,57872,65535,3482,36284,57943,65535,3482,47661,57917,65535,4915,43855,58034,65535,3481,43642,58009,65535,1193,154,187000,65535,7373,41770,58006,65535,
7624197856310,3481,47836,57868,65535,3482,36263,57936,65535,3480,47677,57919,65535,4913,43826,58034,65535,3481,43641,58006,65535,1193,156,187000,65535,7371,41800,58006,65535,
7624335177340,3480,47761,57868,65535,3480,36307,57940,65535,3480,47770,57919,65535,4913,43811,58030,65535,3482,43653,58011,65535,1192,170,200000,65535,7371,41788,58006,65535,
7624473626360,3481,47840,57860,65535,3480,36336,57940,65535,3482,47765,57923,65535,4915,43868,58030,65535,3481,43655,58011,65535,1193,152,187000,65535,7373,41796,58006,65535,
7624610916310,3481,45986,57860,65535,3480,36134,57940,65535,3482,47663,57923,65535,4913,43835,58034,65535,3482,43638,58009,65535,1193,158,187000,65535,7373,41791,58006,65535,
7624748290220,3481,47946,57866,65535,3480,36178,57940,65535,3482,47768,57923,65535,4915,43792,58034,65535,3481,43651,58009,65535,1192,171,200000,65535,7371,41782,58006,65535,
7624885656260,3480,47890,57866,65535,3482,33845,57941,65535,3478,47806,57923,65535,4915,43810,58032,65535,3482,43639,58004,65535,1193,156,187000,65535,7373,41785,58002,65535,
7625023007220,3480,47769,57868,65535,3482,36249,57941,65535,3482,47672,57926,65535,4915,43833,58032,65535,3481,43653,58004,65535,1192,152,187000,65535,7373,41786,58002,65535,
7625161630970,3481,47924,57868,65535,3482,36184,57938,65535,3482,47765,57926,65535,4913,43828,58038,65535,3481,43655,58006,65535,1192,153,187000,65535,7371,41794,58009,65535,
7625298923430,3480,47959,57866,65535,3482,36329,57938,65535,3480,47779,57919,65535,4913,43842,58034,65535,3481,43644,58006,65535,1192,166,200000,65535,7373,41811,58009,65535,
7625436277060,3480,47786,57866,65535,3480,36324,57936,65535,3480,47682,57919,65535,4915,43806,58034,65535,3481,43651,58004,65535,1193,160,187000,65535,7371,41797,58007,65535,
7625573562870,3480,47877,57866,65535,3482,36173,57936,65535,3482,47682,57919,65535,4913,43833,58036,65535,3482,43649,58004,65535,1193,157,187000,65535,7371,41774,58007,65535,
7625710834750,3480,47937,57862,65535,3480,33933,57943,65535,3482,47756,57921,65535,4915,43826,58036,65535,3481,43645,58006,65535,1192,163,200000,65535,7373,41781,58007,65535,
7625848194140,3481,47937,57862,65535,3482,36285,57934,65535,3480,47777,57921,65535,4913,43845,58034,65535,3482,43638,58006,65535,1193,156,187000,65535,7371,41795,58002,65535,
7625985831990,3480,47840,57868,65535,3482,36185,57934,65535,3482,47663,57917,65535,4915,43832,58034,65535,3481,43656,58009,65535,1193,157,187000,65535,7373,41810,58002,65535,
7626123782190,3481,48002,57868,65535,3480,36205,57936,65535,3482,47754,57917,65535,4913,43832,58038,65535,3481,43650,58009,65535,1193,160,187000,65535,7371,41802,58004,65535,
7626261094420,3481,47726,57866,65535,3480,33923,57936,65535,3482,47785,57923,65535,4915,43806,58038,65535,3481,43641,58009,65535,1192,157,187000,65535,7373,41800,58004,65535,
7626398439680,3481,47690,57866,65535,3482,33947,57938,65535,3480,47773,57923,65535,4913,43817,58034,65535,3482,43645,58006,65535,1192,158,187000,65535,7371,41786,58006,65535,
7626535781940,3480,48043,57866,65535,3482,36297,57938,65535,3480,47776,57926,65535,4913,43802,58034,65535,3482,43653,58006,65535,1192,155,187000,65535,7371,41788,58006,65535,
7626673145920,3481,47875,57866,65535,3482,36214,57941,65535,3480,47668,57926,65535,4913,43841,58034,65535,3482,43642,58009,65535,1193,154,187000,65535,7371,41772,58004,65535,
7626810429970,3480,48064,56317,65535,3482,33921,57941,65535,3482,47689,57919,65535,4913,43842,58030,65535,3481,43648,58009,65535,1193,154,187000,65535,7371,41787,58004,65535,
7626948072250,3481,47907,56317,65535,3480,36228,57934,65535,3482,47779,57919,65535,4915,43835,58030,65535,3482,43646,58006,65535,1192,153,187000,65535,7373,41796,58004,65535,
7627085416390,3480,47926,57866,65535,3482,36327,57934,65535,3482,47776,57923,65535,4913,43826,58038,65535,3481,43638,58006,65535,1193,161,187000,65535,7373,41788,58002,65535,
7627222680520,3480,47763,57860,65535,3482,36328,57936,65535,3480,47811,57923,65535,4915,43841,58038,65535,3481,43643,58009,65535,1192,166,200000,65535,7373,41774,58002,65535,
7627360268750,3480,47864,57860,65535,3480,36168,57941,65535,3480,47774,57923,65535,4915,43832,58032,65535,3481,43645,58009,65535,1193,158,187000,65535,7371,41791,58009,65535,
7627497606760,3481,47933,57868,65535,3480,36199,57941,65535,3482,47766,57919,65535,4915,43841,58032,65535,3481,43646,58006,65535,1193,156,187000,65535,7373,41789,58009,65535,
7627634911360,3481,47954,57868,65535,3480,36218,57938,65535,3480,47783,57919,65535,4915,43820,58038,65535,3481,43645,58009,65535,1192,156,187000,65535,7371,41792,58002,65535,
7627772287640,3480,47965,57862,65535,3482,35994,57938,65535,3480,47765,57923,65535,4915,43862,58038,65535,3482,43645,58009,65535,1193,165,200000,65535,7373,41775,58002,65535,
7627909539270,3480,47774,57862,65535,3482,36232,57941,65535,3480,47789,57923,65535,4913,43811,58034,65535,3482,43648,58009,65535,1192,171,200000,65535,7371,41778,58007,65535,
7628046977490,3481,47726,57866,65535,3480,33885,57941,65535,3482,47772,57924,65535,4915,43831,58034,65535,3482,43648,58009,65535,1193,152,187000,65535,7373,41784,58007,65535,
7628184295240,3481,47894,57866,65535,3480,36184,57940,65535,3482,47778,57924,65535,4915,43842,58032,65535,3481,43652,58007,65535,1193,154,187000,65535,7371,41775,58006,65535,
7628322722010,3480,48125,57862,65535,3482,36277,57940,65535,3482,47760,57919,65535,4913,43822,58028,65535,3482,43650,58007,65535,1193,156,187000,65535,7371,41789,58006,65535,
7628460098060,3480,47914,57862,65535,3482,36170,57941,65535,3480,47659,57919,65535,4915,43813,58028,65535,3481,43660,58011,65535,1193,161,187000,65535,7373,41801,58007,65535,
7628597945280,3480,47821,57862,65535,3482,36135,57941,65535,3482,47755,57921,65535,4913,43847,58038,65535,3481,43642,58011,65535,1193,158,187000,65535,7371,41795,58006,65535,
7628735372640,3480,47875,57857,65535,3482,33863,57934,65535,3480,47755,57921,65535,4913,43842,58038,65535,3481,43646,58006,65535,1192,160,200000,65535,7373,41794,58006,65535,
7628872827960,3481,47862,57857,65535,3482,36106,57936,65535,3480,47768,57923,65535,4915,43859,58034,65535,3481,43655,58006,65535,1193,158,187000,65535,7373,41797,58006,65535,
7629010148350,3481,47980,57870,65535,3480,36195,57936,65535,3482,47786,57921,65535,4915,43873,58034,65535,3481,43648,58007,65535,1193,154,187000,65535,7373,41794,58006,65535,
7629147550990,3481,47929,57870,65535,3480,36194,57934,65535,3482,47770,57921,65535,4913,43811,58036,65535,3482,43652,58013,65535,1192,166,200000,65535,7373,41778,58004,65535,
7629284864460,3480,47931,57862,65535,3482,36159,57934,65535,3480,47776,57921,65535,4915,43827,58036,65535,3482,43641,58013,65535,1193,168,200000,65535,7371,41801,58004,65535,
7629422228500,3481,47750,57862,65535,3482,33806,57936,65535,3480,47684,57921,65535,4915,43850,58034,65535,3481,43648,58009,65535,1193,152,187000,65535,7371,41790,58011,65535,
7629559581970,3480,47886,57864,65535,3482,36241,57936,65535,3484,47792,57921,65535,4915,43829,58034,65535,3481,43644,58009,65535,1193,153,187000,65535,7371,41796,58011,65535,
7629696920120,3481,47967,57864,65535,3480,36225,57938,65535,3482,47677,57921,65535,4915,43815,58030,65535,3482,43645,58009,65535,1193,161,187000,65535,7371,41788,58007,65535,
7629834332790,3481,48043,57862,65535,3482,36315,57938,65535,3482,47683,57915,65535,4913,43816,58036,65535,3482,43640,58009,65535,1192,158,200000,65535,7373,41791,58007,65535,
7629972404920,3480,47974,57862,65535,3480,33901,57934,65535,3480,47757,57915,65535,4913,43822,58036,65535,3482,43642,58009,65535,1193,157,187000,65535,7373,41780,58007,65535,
7630109716980,3481,47918,57868,65535,3482,36242,57934,65535,3480,47665,57921,65535,4915,43796,58026,65535,3481,43653,58009,65535,1193,157,187000,65535,7371,41784,58006,65535,
7630247055380,3481,47819,57866,65535,3480,33891,57938,65535,3482,47759,57921,65535,4913,43805,58026,65535,3482,43655,58006,65535,1192,156,187000,65535,7373,41765,58006,65535,
7630384374830,3480,47786,57866,65535,3480,36353,57940,65535,3480,47771,57921,65535,4915,43838,58034,65535,3481,43642,58006,65535,1192,161,200000,65535,7373,41782,58004,65535,
7630521675140,3481,47627,57866,65535,3482,33856,57940,65535,3482,47786,57924,65535,4915,43815,58034,65535,3481,43646,58007,65535,1192,162,200000,65535,7373,41780,58004,65535,
7630659940860,3481,47855,57866,65535,3482,33898,57934,65535,3486,47692,57924,65535,4913,43819,58036,65535,3481,43647,58011,65535,1193,157,187000,65535,7371,41787,58007,65535,
7630797264820,3481,47842,57860,65535,3482,36325,57934,65535,3479,47779,57923,65535,4913,43798,58036,65535,3481,43645,58011,65535,1192,170,200000,65535,7371,41790,58007,65535,
7630935122940,3480,47851,57860,65535,3482,36193,57940,65535,3480,47759,57923,65535,4915,43801,58038,65535,3482,43646,58009,65535,1193,156,187000,65535,7373,41782,58009,65535,
7631072940430,3481,47840,57870,65535,3480,36306,57940,65535,3482,47766,57921,65535,4915,43836,58038,65535,3481,43639,58009,65535,1192,155,187000,65535,7371,41800,58009,65535,
7631210228950,3480,47847,57870,65535,3482,36162,57940,65535,3480,47750,57921,65535,4915,43805,58036,65535,3481,43658,58007,65535,1192,157,187000,65535,7371,41784,58007,65535,
7631347534960,3481,47739,57857,65535,3480,36243,57940,65535,3480,47772,57919,65535,4913,43806,58034,65535,3482,43652,58007,65535,1192,169,200000,65535,7373,41787,58007,65535,
7631484914430,3480,47814,57857,65535,3480,36213,57936,65535,3482,47691,57919,65535,4913,43773,58034,65535,3482,43640,58009,65535,1192,161,200000,65535,7371,41790,58007,65535,
7631622253090,3481,48077,57868,65535,3480,36260,57936,65535,3482,47773,57928,65535,4915,43810,58036,65535,3481,43651,58009,65535,1193,154,187000,65535,7371,41800,58004,65535,
7631759561430,3481,47888,57862,65535,3482,36093,57938,65535,3482,47752,57928,65535,4915,43780,58036,65535,3482,43654,58006,65535,1192,153,187000,65535,7371,41791,58004,65535,
7631896866890,3480,47849,57862,65535,3482,36306,57940,65535,3480,47759,57917,65535,4915,43787,58034,65535,3481,43649,58006,65535,1192,168,200000,65535,7371,41788,58009,65535,
7632034242300,3480,47924,57864,65535,3482,36345,57940,65535,3480,47757,57917,65535,4913,43824,58034,65535,3481,43647,58009,65535,1193,163,187000,65535,7373,41791,58009,65535,
7632173408770,3481,47881,57864,65535,3482,35987,57932,65535,3482,47772,57921,65535,4913,43831,58040,65535,3482,43647,58007,65535,1192,152,187000,65535,7371,41785,58009,65535,
7632311223150,3481,47827,57858,65535,3480,36297,57932,65535,3482,47768,57923,65535,4913,43809,58040,65535,3482,43656,58007,65535,1192,167,200000,65535,7371,41799,58009,65535,
7632448572960,3480,48010,57858,65535,3482,36211,57934,65535,3482,47778,57923,65535,4915,43786,58032,65535,3482,43653,58004,65535,1192,169,200000,65535,7371,41798,58004,65535,
7632585922230,3481,48041,57866,65535,3480,36198,57934,65535,3480,47756,57924,65535,4913,43823,58032,65535,3482,43637,58004,65535,1192,163,187000,65535,7371,41808,58004,65535,
7632723313320,3481,47935,57866,65535,3480,36196,57932,65535,3482,47757,57924,65535,4913,43805,58036,65535,3482,43649,58011,65535,1193,152,187000,65535,7371,41792,58002,65535,
7632860618500,3481,48079,57860,65535,3482,33826,57932,65535,3482,47746,57921,65535,4915,43825,58036,65535,3481,43648,58011,65535,1193,169,200000,65535,7371,41803,58002,65535,
7632997963080,3481,47929,57860,65535,3482,36177,57936,65535,3480,47781,57921,65535,4913,43837,58036,65535,3481,43638,58009,65535,1193,166,200000,65535,7373,41813,58006,65535,
7633135751630,3480,48019,57864,65535,3482,36298,57936,65535,3480,47774,57923,65535,4915,43815,58034,65535,3481,43654,58009,65535,1193,154,187000,65535,7371,41784,58007,65535,
7633273056920,3480,47950,57864,65535,3482,33828,57938,65535,3480,47682,57923,65535,4915,43825,58034,65535,3481,43655,58009,65535,1193,155,187000,65535,7371,41800,58007,65535,
7633410586930,3481,48010,57860,65535,3482,36298,57938,65535,3480,47767,57919,65535,4913,43822,58036,65535,3481,43651,58009,65535,1192,171,200000,65535,7373,41788,58000,65535,
7633549030020,3480,47890,57870,65535,3482,36291,57938,65535,3480,47758,57919,65535,4913,43823,58036,65535,3481,43657,58009,65535,1193,159,187000,65535,7373,41812,58000,65535,
7633686396390,3481,47756,57870,65535,3480,36282,57940,65535,3482,47766,57919,65535,4913,43789,58034,65535,3481,43648,58007,65535,1193,156,187000,65535,7371,41792,58007,65535,
7633823712990,3481,47942,57868,65535,3482,36158,57940,65535,3479,47815,57926,65535,4915,43783,58034,65535,3481,43642,58007,65535,1193,173,200000,65535,7371,41791,58007,65535,
7633961735220,3480,47965,57868,65535,3480,36337,57934,65535,3482,47763,57926,65535,4915,43824,58040,65535,3482,43641,58007,65535,1192,166,200000,65535,7371,41788,58004,65535,
7634099142480,3481,47922,57858,65535,3480,36287,57934,65535,3480,47776,57924,65535,4915,43818,58040,65535,3482,43643,58007,65535,1193,155,187000,65535,7373,41792,58004,65535,
7634236421860,3481,47786,57858,65535,3482,36254,57938,65535,3480,47684,57924,65535,4915,43825,58028,65535,3482,43644,58009,65535,1193,155,187000,65535,7373,41794,58006,65535,
7634374834670,3481,47821,57866,65535,3480,36330,57938,65535,3482,47777,57921,65535,4915,43850,58030,65535,3481,43657,58009,65535,1192,169,200000,65535,7373,41801,58006,65535,
7634512174560,3481,48008,57866,65535,3480,33816,57938,65535,3480,47790,57921,65535,4913,43771,58030,65535,3481,43646,58011,65535,1192,157,187000,65535,7371,41789,58009,65535,
7634649518590,3480,47804,57864,65535,3480,36322,57938,65535,3480,47673,57924,65535,4915,43829,58032,65535,3482,43637,58011,65535,1193,152,187000,65535,7371,41789,58009,65535,
7634787888230,3480,47819,57864,65535,3482,36015,57934,65535,3480,47780,57924,65535,4913,43828,58032,65535,3481,43649,58007,65535,1193,154,187000,65535,7373,41772,58009,65535,
7634926285340,3481,47778,57862,65535,3482,36287,57940,65535,3480,47784,57917,65535,4913,43851,58034,65535,3481,43643,58007,65535,1192,169,200000,65535,7371,41791,58004,65535,
7635064790740,3481,47920,57864,65535,3480,36188,57940,65535,3480,47663,57917,65535,4913,43846,58034,65535,3482,43649,58007,65535,1193,163,200000,65535,7371,41793,58004,65535,
7635202123230,3481,47765,57864,65535,3482,36304,57936,65535,3482,47673,57919,65535,4915,43840,58036,65535,3482,43649,58006,65535,1193,153,187000,65535,7371,41778,58006,65535,
7635339422320,3481,47802,57864,65535,3482,33828,57936,65535,3480,47671,57919,65535,4913,43835,58036,65535,3481,43649,58006,65535,1193,157,187000,65535,7371,41786,58006,65535,
7635476664400,3481,47926,57864,65535,3482,33917,57936,65535,3482,47667,57919,65535,4915,43773,58034,65535,3481,43645,58009,65535,1192,173,212000,65535,7371,41784,58007,65535,
7635614001280,3480,47795,57864,65535,3482,36305,57936,65535,3480,47772,57917,65535,4915,43819,58034,65535,3481,43652,58009,65535,1193,157,187000,65535,7371,41801,58007,65535,
7635751278260,3480,47845,57864,65535,3482,36232,57934,65535,3480,47675,57917,65535,4913,43822,58038,65535,3482,43641,58013,65535,1193,154,187000,65535,7373,41785,58006,65535,
7635888574820,3481,47922,57868,65535,3480,36171,57934,65535,3480,47684,57919,65535,4915,43792,58032,65535,3481,43651,58013,65535,1193,159,187000,65535,7373,41784,58006,65535,
7636025894810,3481,47767,57868,65535,3480,36332,57934,65535,3480,47772,57919,65535,4915,43845,58032,65535,3482,43651,58011,65535,1192,157,187000,65535,7373,41790,58006,65535,
7636163213120,3481,47989,57860,65535,3480,36182,57934,65535,3478,47880,57924,65535,4913,43809,58032,65535,3481,43658,58011,65535,1192,156,187000,65535,7373,41781,58006,65535,
7636300517790,3481,47741,57860,65535,3482,36237,57940,65535,3480,47769,57924,65535,4913,43791,58032,65535,3481,43653,58009,65535,1193,154,187000,65535,7373,41776,58004,65535,
7636439124960,3480,47840,57868,65535,3482,34095,57940,65535,3480,47677,57924,65535,4915,43816,58032,65535,3482,43653,58009,65535,1193,160,200000,65535,7373,41802,58007,65535,
7636576394110,3480,47853,57864,65535,3480,36233,57941,65535,3480,47778,57924,65535,4915,43813,58032,65535,3481,43653,58007,65535,1193,154,187000,65535,7373,41798,58007,65535,
7636713736570,3480,47948,57864,65535,3482,36273,57943,65535,3482,47762,57919,65535,4915,43774,58038,65535,3482,43644,58009,65535,1193,157,187000,65535,7371,41781,58006,65535,
7636851060090,3480,47886,57866,65535,3482,36143,57943,65535,3482,47772,57919,65535,4913,43885,58038,65535,3482,43646,58009,65535,1193,157,187000,65535,7373,41784,58006,65535,
7636988347890,3481,47804,57866,65535,3480,33818,57943,65535,3482,47765,57923,65535,4913,44011,58034,65535,3482,43644,58007,65535,1192,165,200000,65535,7373,41781,58004,65535,
7637125579520,3481,47842,57866,65535,3482,33908,57943,65535,3479,47799,57921,65535,4913,43851,58034,65535,3482,43648,58007,65535,1192,161,187000,65535,7373,41780,58004,65535,
7637263749700,3481,47950,57866,65535,3480,36123,57932,65535,3480,47772,57921,65535,4913,43828,58030,65535,3481,43642,58006,65535,1193,159,187000,65535,7373,41799,58004,65535,
7637401029880,3481,47748,57860,65535,3482,36233,57932,65535,3482,47745,57919,65535,4913,43867,58032,65535,3482,43651,58006,65535,1193,157,187000,65535,7373,41783,58004,65535,
7637538393750,3481,47991,57860,65535,3480,36327,57945,65535,3479,47684,57919,65535,4913,43781,58032,65535,3482,43644,58011,65535,1192,163,200000,65535,7371,41794,58007,65535,
7637676207100,3481,48099,57862,65535,3482,33856,57945,65535,3482,47776,57921,65535,4913,43791,58036,65535,3482,43646,58011,65535,1192,153,187000,65535,7371,41779,58007,65535,
7637813531940,3480,47957,57862,65535,3480,36157,57938,65535,3480,47664,57921,65535,4913,43851,58036,65535,3482,43658,58007,65535,1192,154,187000,65535,7373,41767,58007,65535,
7637950819720,3481,47853,57864,65535,3480,36287,57938,65535,3482,47780,57921,65535,4913,43853,58036,65535,3481,43649,58007,65535,1192,166,200000,65535,7373,41784,58007,65535,
7638088217270,3480,48079,57868,65535,3480,33937,57940,65535,3480,47680,57921,65535,4913,43837,58036,65535,3482,43643,58004,65535,1192,161,200000,65535,7373,41792,58007,65535,
7638225565470,3481,48043,57868,65535,3480,36351,57940,65535,3482,47776,57917,65535,4913,43850,58034,65535,3482,43638,58006,65535,1192,156,187000,65535,7373,41791,58004,65535,
7638362850610,3481,47961,57862,65535,3480,36251,57940,65535,3480,47748,57917,65535,4913,43805,58034,65535,3482,43649,58006,65535,1193,159,187000,65535,7371,41797,58004,65535,
7638500259070,3480,47827,57862,65535,3482,36114,57940,65535,3482,47779,57919,65535,4913,43844,58028,65535,3482,43650,58015,65535,1192,169,200000,65535,7373,41805,58004,65535,
7638637623820,3480,47870,57872,65535,3480,33864,57940,65535,3482,47756,57919,65535,4913,43844,58028,65535,3482,43648,58015,65535,1193,161,187000,65535,7373,41797,58004,65535,
7638774977550,3481,47935,57872,65535,3482,36296,57938,65535,3482,47769,57930,65535,4913,43811,58032,65535,3481,43649,58007,65535,1192,154,187000,65535,7373,41796,58006,65535,
7638912763440,3481,47750,57864,65535,3482,36347,57938,65535,3480,47771,57919,65535,4913,43883,58034,65535,3481,43650,58007,65535,1192,159,187000,65535,7373,41783,58006,65535,
7639050082300,3481,48060,57864,65535,3482,36090,57938,65535,3480,47767,57919,65535,4913,43791,58034,65535,3481,43655,58011,65535,1192,165,200000,65535,7371,41799,58004,65535,
7639187427180,3481,47998,57862,65535,3482,36124,57938,65535,3482,47743,57923,65535,4915,43804,58028,65535,3481,43657,58011,65535,1193,154,187000,65535,7373,41804,58004,65535,
7639324723800,3480,47898,57862,65535,3480,36299,57936,65535,3482,47776,57923,65535,4915,43784,58028,65535,3481,43649,58006,65535,1193,156,187000,65535,7371,41807,58004,65535,
7639465021310,3481,47868,57860,65535,3480,36304,57936,65535,3482,47772,57917,65535,4915,43892,58036,65535,3482,43638,58006,65535,1193,168,200000,65535,7371,41788,58009,65535,
7639602348070,3480,47942,57858,65535,3480,36211,57934,65535,3480,47786,57917,65535,4915,43838,58036,65535,3481,43654,58006,65535,1192,161,200000,65535,7371,41775,58009,65535,
7639739717940,3481,47903,57858,65535,3482,36290,57938,65535,3482,47757,57919,65535,4915,43827,58036,65535,3482,43652,58007,65535,1193,152,200000,65535,7371,41786,58004,65535,
7639876994120,3481,47715,57868,65535,3482,33888,57938,65535,3482,47667,57919,65535,4913,43828,58036,65535,3481,43653,58007,65535,1193,157,187000,65535,7371,41804,58004,65535,
7640014338140,3481,47825,57868,65535,3482,36102,57940,65535,3480,47770,57919,65535,4913,43940,58034,65535,3482,43645,58009,65535,1192,169,200000,65535,7373,41811,58009,65535,
7640151684400,3481,47920,57857,65535,3482,36155,57940,65535,3482,47776,57919,65535,4913,43838,58034,65535,3481,43646,58009,65535,1193,153,187000,65535,7373,41803,58009,65535,
7640288985590,3481,47879,57857,65535,3480,36234,57938,65535,3482,47657,57919,65535,4913,43842,58038,65535,3482,43651,58007,65535,1192,155,187000,65535,7371,41795,58006,65535,
7640426840360,3480,48013,57864,65535,3480,36246,57938,65535,3482,47691,57919,65535,4915,43799,58032,65535,3481,43651,58007,65535,1193,161,200000,65535,7373,41782,58006,65535,
7640564933320,3481,47802,57864,65535,3482,36243,57936,65535,3482,47761,57919,65535,4915,43851,58032,65535,3482,43658,58004,65535,1192,167,200000,65535,7373,41791,58007,65535,
7640702817910,3481,47980,57858,65535,3480,36192,57936,65535,3479,47786,57923,65535,4913,43790,58036,65535,3482,43649,58004,65535,1193,156,187000,65535,7373,41770,58007,65535,
7640840181350,3480,47922,57858,65535,3480,36258,57941,65535,3476,47764,57923,65535,4913,43809,58036,65535,3481,43646,58004,65535,1193,159,187000,65535,7371,41785,58007,65535,
7640977487750,3481,47896,57858,65535,3480,36075,57941,65535,3482,47770,57926,65535,4913,43881,58030,65535,3482,43645,58004,65535,1193,158,187000,65535,7371,41786,58006,65535,
7641114784150,3480,47901,57858,65535,3482,36299,57941,65535,3480,47676,57926,65535,4913,43862,58030,65535,3481,43655,58011,65535,1192,154,200000,65535,7371,41783,58006,65535,
7641252200000,3480,47890,57868,65535,3482,36042,57941,65535,3480,47781,57926,65535,4915,43835,58034,65535,3482,43644,58006,65535,1193,159,187000,65535,7373,41782,58007,65535,
7641389480120,3480,47827,57868,65535,3480,33872,57941,65535,3480,47773,57926,65535,4913,43815,58034,65535,3481,43639,58006,65535,1193,158,187000,65535,7371,41782,58007,65535,
7641526832090,3480,47980,57868,65535,3482,34026,57936,65535,3482,47765,57915,65535,4913,43833,58034,65535,3481,43648,58009,65535,1192,158,187000,65535,7373,41783,58004,65535,
7641664216020,3480,47924,57864,65535,3482,36341,57936,65535,3482,47760,57915,65535,4915,43826,58034,65535,3481,43653,58009,65535,1193,156,187000,65535,7371,41796,58004,65535,
7641801565730,3480,47875,57864,65535,3482,36251,57934,65535,3480,47773,57924,65535,4913,43817,58034,65535,3481,43654,58013,65535,1193,158,187000,65535,7373,41788,58009,65535,
7641938876410,3481,47730,57864,65535,3482,36143,57934,65535,3480,47791,57924,65535,4913,43886,58034,65535,3481,43645,58013,65535,1192,157,187000,65535,7371,41792,58009,65535,
7642076200910,3480,47832,57864,65535,3482,36234,57938,65535,3482,47673,57923,65535,4913,43837,58034,65535,3482,43649,58007,65535,1192,153,187000,65535,7371,41787,58004,65535,
7642214831010,3481,47931,57864,65535,3482,33945,57938,65535,3480,47778,57924,65535,4913,43801,58030,65535,3482,43648,58007,65535,1193,156,187000,65535,7371,41817,58004,65535,
7642352158490,3481,47950,57864,65535,3482,36284,57941,65535,3480,47774,57924,65535,4915,43809,58030,65535,3482,43651,58007,65535,1193,155,187000,65535,7371,41775,57998,65535,
7642489466640,3480,47849,57862,65535,3482,36155,57941,65535,3480,47670,57917,65535,4913,43836,58032,65535,3481,43654,58007,65535,1193,157,212000,65535,7371,41794,58004,65535,
7642626798720,3481,47944,57862,65535,3482,36211,57936,65535,3482,47685,57917,65535,4915,43793,58032,65535,3481,43647,58006,65535,1193,155,187000,65535,7371,41789,58004,65535,
7642764155810,3480,47754,57862,65535,3480,36260,57936,65535,3482,47819,57926,65535,4915,43841,58034,65535,3482,43647,58011,65535,1193,159,187000,65535,7371,41774,58007,65535,
